iter	Passed	Remaining
473	681	756
474	682	754
475	683	752
476	684	750
477	685	748
478	686	747
479	688	745
480	690	744
481	691	743
482	692	741
483	693	739
484	694	737
485	696	736
486	697	734
487	698	732
488	699	731
489	700	729
490	701	727
491	703	726
492	705	725
493	706	723
494	707	721
495	708	719
496	709	718
497	710	716
498	711	714
499	713	713
500	714	711
501	715	709
502	716	707
503	717	705
504	719	705
505	720	703
506	721	701
507	722	699
508	723	698
509	724	696
510	726	694
511	727	692
512	728	691
513	729	690
514	731	688
515	733	687
516	734	685
517	735	684
518	736	682
519	737	680
520	738	678
521	739	676
522	740	675
523	741	673
524	742	671
525	743	669
526	744	668
527	745	666
528	747	665
529	749	664
530	750	662
531	751	660
532	752	659
533	753	657
534	754	655
535	755	653
536	756	652
537	757	650
538	758	648
539	759	646
540	760	645
541	763	644
542	764	643
543	765	641
544	766	639
545	767	637
546	768	636
547	769	634
548	770	632
549	771	630
550	772	629
551	773	627
552	774	625
553	775	624
554	777	623
555	778	621
556	779	620
557	780	618
558	781	616
559	782	615
560	783	613
561	784	611
562	786	610
563	787	608
564	788	606
565	789	605
566	790	603
567	792	602
568	793	601
569	794	599
570	795	597
571	796	596
572	797	594
573	799	593
574	800	591
575	801	589
576	802	588
577	803	586
578	804	584
579	805	583
580	807	582
581	808	580
582	809	579
583	811	577
584	812	576
585	813	574
586	814	573
587	815	571
588	816	569
589	817	568
590	818	566
591	820	565
592	822	564
593	823	562
594	824	561
595	825	559
596	826	558
597	828	556
598	829	555
599	830	553
600	831	552
601	832	550
602	833	548
603	834	547
604	836	546
605	838	544
606	839	543
607	840	541
608	841	540
609	842	538
610	843	536
611	844	535
612	845	533
613	846	532
614	847	530
615	848	528
616	849	527
617	851	526
618	852	524
619	853	523
620	854	521
621	855	520
622	856	518
623	858	517
624	859	515
625	860	514
626	861	512
627	862	510
628	863	509
629	865	508
630	867	507
631	868	505
632	870	504
633	871	502
634	872	501
635	873	499
636	874	498
637	875	496
638	876	495
639	878	494
640	881	493
641	882	492
642	884	490
643	885	489
644	886	488
645	887	486
646	889	485
647	890	483
648	892	482
649	896	482
650	898	481
651	899	480
652	900	478
653	902	477
654	903	475
655	904	474
656	905	472
657	907	471
658	908	470
659	910	468
660	912	467
661	913	466
662	914	464
663	915	463
664	916	461
665	917	460
666	921	460
667	923	458
668	925	457
669	927	456
670	929	455
671	930	454
672	931	452
673	933	451
674	934	449
675	935	448
676	937	447
677	938	445
678	942	445
679	943	444
680	945	442
681	948	442
682	950	441
683	952	439
684	955	439
685	958	438
686	959	437
687	960	435
688	961	434
689	963	432
690	964	431
691	965	429
692	966	428
693	967	426
694	970	426
695	972	424
696	973	423
697	974	421
698	975	420
699	977	418
700	978	417
701	979	415
702	980	414
703	982	412
704	984	411
705	987	411
706	988	409
707	989	408
708	990	406
709	991	405
710	992	403
711	993	401
712	994	400
713	995	398
714	996	397
715	997	395
716	999	394
717	1001	393
718	1002	391
719	1003	390
720	1004	388
721	1005	387
722	1007	385
723	1008	384
724	1009	382
725	1010	381
726	1012	380
727	1013	378
728	1015	377
729	1016	375
730	1017	374
731	1018	372
732	1019	371
733	1020	369
734	1021	368
735	1022	366
736	1024	365
737	1025	364
738	1026	362
739	1027	361
740	1030	360
741	1033	359
742	1034	357
743	1035	356
744	1037	355
745	1038	353
746	1040	352
747	1042	351
748	1045	350
749	1047	349
750	1049	347
751	1050	346
752	1052	345
753	1054	344
754	1056	342
755	1057	341
756	1061	340
757	1062	339
758	1063	337
759	1065	336
760	1066	334
761	1067	333
762	1070	332
763	1071	330
764	1072	329
765	1076	328
766	1078	327
767	1079	326
768	1081	324
769	1084	323
770	1088	323
771	1091	322
772	1092	320
773	1093	319
774	1095	317
775	1096	316
776	1097	314
777	1098	313
778	1099	311
779	1100	310
780	1102	309
781	1103	307
782	1105	306
783	1107	305
784	1108	303
785	1109	302
786	1111	300
787	1112	299
788	1113	297
789	1114	296
790	1115	294
791	1117	293
792	1118	291
793	1121	291
794	1123	289
795	1124	288
796	1126	286
797	1127	285
798	1128	283
799	1130	282
800	1131	281
801	1132	279
802	1136	278
803	1137	277
804	1138	275
805	1140	274
806	1141	272
807	1142	271
808	1143	269
809	1144	268
810	1145	267
811	1147	265
812	1148	264
813	1150	262
814	1152	261
815	1153	260
816	1154	258
817	1156	257
818	1157	255
819	1159	254
820	1160	253
821	1162	251
822	1166	250
823	1167	249
824	1168	247
825	1169	246
826	1170	244
827	1171	243
828	1173	241
829	1174	240
830	1175	239
831	1176	237
832	1177	236
833	1180	234
834	1181	233
835	1182	232
836	1183	230
837	1185	229
838	1186	227
839	1187	226
840	1189	224
841	1190	223
842	1191	221
843	1194	220
844	1197	219
845	1198	218
846	1199	216
847	1200	215
848	1202	213
849	1203	212
850	1204	210
851	1205	209
852	1207	208
853	1208	206
854	1210	205
855	1212	203
856	1213	202
857	1214	201
858	1215	199
859	1216	198
860	1218	196
861	1219	195
862	1220	193
863	1221	192
864	1222	190
865	1226	189
866	1227	188
867	1228	186
868	1229	185
869	1230	183
870	1231	182
871	1232	180
872	1233	179
873	1234	177
874	1235	176
875	1236	174
876	1237	173
877	1238	172
878	1240	170
879	1241	169
880	1242	167
881	1243	166
882	1244	164
883	1246	163
884	1247	162
885	1248	160
886	1249	159
887	1250	157
888	1251	156
889	1252	154
890	1253	153
891	1255	152
892	1256	150
893	1257	149
894	1258	147
895	1259	146
896	1260	144
897	1261	143
898	1262	141
899	1263	140
900	1264	138
901	1265	137
902	1266	136
903	1268	134
904	1270	133
905	1272	131
906	1273	130
907	1274	129
908	1275	127
909	1276	126
910	1277	124
911	1278	123
912	1279	121
913	1280	120
914	1281	119
915	1282	117
916	1284	116
917	1285	114
918	1286	113
919	1287	111
920	1289	110
921	1290	109
922	1291	107
923	1292	106
924	1293	104
925	1295	103
926	1296	102
927	1297	100
928	1299	99
929	1300	97
930	1302	96
931	1303	95
932	1304	93
933	1305	92
934	1307	90
935	1308	89
936	1309	88
937	1310	86
938	1311	85
939	1313	83
940	1315	82
941	1317	81
942	1318	79
943	1319	78
944	1320	76
945	1321	75
946	1322	74
947	1323	72
948	1325	71
949	1326	69
950	1328	68
951	1330	67
952	1331	65
953	1332	64
954	1334	62
955	1335	61
956	1336	60
957	1337	58
958	1338	57
959	1339	55
960	1340	54
961	1342	53
962	1344	51
963	1345	50
964	1346	48
965	1348	47
966	1349	46
967	1350	44
968	1351	43
969	1352	41
970	1353	40
971	1354	39
972	1355	37
973	1358	36
974	1359	34
975	1361	33
976	1362	32
977	1363	30
978	1364	29
979	1365	27
980	1366	26
981	1367	25
982	1368	23
983	1369	22
984	1370	20
985	1372	19
986	1374	18
987	1376	16
988	1377	15
989	1378	13
990	1379	12
991	1381	11
992	1382	9
993	1383	8
994	1384	6
995	1385	5
996	1386	4
997	1389	2
998	1390	1
999	1392	0
